1,18041,3082
2,18032,3155
3,18030,3301
4,18025,3375
5,18025,3460
6,17869,3447
7,17855,3676
8,17780,3743
9,17848,3820
10,17928,3827
11,18004,3762
12,18082,3837
13,18152,3836
14,18156,3766
15,18237,3770
16,18311,3776
17,18238,3688
18,18161,3616
19,18093,3612
20,18244,3540
21,18244,3461
22,18171,3382
23,18180,3233
24,18196,3084
25,18261,3093
26,18558,3183
27,18563,3258
28,18554,3326
29,18481,3333
30,18476,3403
31,18397,3397
32,18396,3549
33,18468,3554
34,18548,3553
35,18539,3632
36,18461,3704
37,18538,3806
38,18606,3787
39,18682,3786
40,18689,3714
41,18758,3717
42,18768,3642
43,18691,3637
44,18693,3566
45,18699,3489
46,18630,3481
47,18708,3416
48,18713,3340
49,18633,3336
50,18633,3263
51,18634,3181
52,18721,3110
53,18796,3117
54,18871,3122
55,18797,3193
56,18859,3270
57,18940,3275
58,18933,3349
59,19009,3350
60,19081,3357
61,19157,3362
62,19079,3436
63,19072,3580
64,18998,3580
65,18919,3653
66,18841,3725
67,18836,3802
68,18827,3868
69,18908,3877
70,18989,3884
71,19058,3884
72,18988,3958
73,19046,4043
74,19044,4116
75,19049,4187
76,18966,4186
77,18895,4108
78,18821,4100
79,18819,4178
80,18739,4173
81,18670,4103
82,18595,4015
83,18597,3939
84,18457,3933
85,18453,3851
86,18303,3921
87,18297,4001
88,18375,4009
89,18440,4079
90,18517,4090
91,18433,4231
92,18430,4316
93,18429,4387
94,18499,4386
95,18422,4460
96,18420,4531
97,18347,4530
98,18272,4524
99,18342,4609
100,18334,4754
101,18407,4837
102,18479,4838
103,18554,4842
104,18642,4770
105,18715,4702
106,18717,4628
107,18793,4629
108,18798,4552
109,18879,4485
110,18953,4487
111,18947,4566
112,18874,4634
113,18865,4706
114,18942,4713
115,18939,4790
116,18936,4860
117,18931,4935
118,18925,5011
119,18996,5017
120,19077,5019
121,19083,4946
122,19082,4871
123,19165,4880
124,19236,4883
125,19231,4958
126,19224,5032
127,19152,5024
128,19301,5029
129,19313,4958
130,19377,5035
131,19382,5111
132,19457,5119
133,19519,5195
134,19603,5126
135,19677,5128
136,19675,5210
137,19667,5283
138,19591,5278
139,19588,5358
140,19659,5428
141,19586,5512
142,19654,5581
143,19729,5586
144,19879,5591
145,19884,5517
146,19959,5524
147,19960,5448
148,20038,5373
149,20114,5303
150,20123,5224
151,20047,5222
152,20049,5146
153,20053,5071
154,19978,5063
155,19979,4993
156,19985,4920
157,19987,4843
158,19916,4840
159,19843,4761
160,19771,4756
161,19761,4827
162,19692,4752
163,19621,4750
164,19628,4671
165,19699,4679
166,19708,4600
167,19851,4613
168,19928,4613
169,20000,4619
170,20009,4541
171,20005,4466
172,20082,4469
173,20161,4473
174,20235,4473
175,20233,4552
176,20228,4626
177,20305,4634
178,20379,4635
179,20387,4561
180,20391,4483
181,20463,4412
182,20472,4338
183,20548,4341
184,20538,4492
185,20536,4566
186,20608,4571
187,20674,4651
188,20755,4583
189,20833,4661
190,20827,4812
191,20820,4888
192,20815,4963
193,20886,5039
194,20956,5124
195,21034,5125
196,21109,5126
197,21188,5129
198,21185,5201
199,21336,5215
200,21410,5219
201,21483,5223
202,21557,5229
203,21566,5152
204,21493,5073
205,21493,4999
206,21417,4999
207,21426,4920
208,21494,4921
209,21505,4845
210,21577,4847
211,21579,4779
212,21503,4770
213,21432,4767
214,21437,4696
215,21360,4686
216,21356,4759
217,21366,4612
218,21203,4750
219,21203,4831
220,21199,4902
221,21123,4902
222,20977,4822
223,20968,4964
224,20805,5117
225,20805,5191
226,20879,5192
227,20876,5263
228,20948,5265
229,20950,5346
230,21023,5350
231,21021,5420
232,21098,5432
233,21174,5360
234,21173,5509
235,21240,5588
236,21314,5593
237,21394,5594
238,21384,5670
239,21456,5671
240,21458,5752
241,21381,5744
242,21305,5744
243,21156,5734
244,21077,5730
245,21088,5659
246,21075,5805
247,20998,5876
248,20921,5950
249,20987,6029
250,21064,6101
251,21142,6110
252,21134,6184
253,21207,6186
254,21282,6189
255,21360,6204
256,21356,6272
257,21430,6278
258,21437,6202
259,21443,6052
260,21590,6053
261,21746,6064
262,21819,6072
263,21893,6074
264,21963,6150
265,21970,6233
266,22039,6227
267,22120,6165
268,22195,6169
269,22183,6315
270,22261,6320
271,22185,6394
272,22110,6391
273,22026,6533
274,22174,6548
275,22169,6614
276,22251,6623
277,22388,6628
278,22411,6472
279,22483,6404
280,22280,6023
281,22200,6014
282,22124,6010
283,22130,5939
284,22057,5854
285,21988,5779
286,21914,5768
287,21835,5766
288,21762,5768
289,21751,5835
290,21680,5838
291,21690,5681
292,21763,5690
293,21765,5612
294,21849,5620
295,21919,5620
296,21993,5624
297,22001,5551
298,22073,5555
299,22140,5708
300,22221,5643
301,22294,5724
302,22281,5867
303,22445,5723
304,22232,5411
305,22156,5409
306,22161,5328
307,22167,5259
308,22238,5261
309,22242,5186
310,22247,5112
311,22320,5115
312,22246,5038
313,22181,4959
314,22105,4952
315,22097,5022
316,22026,4943
317,22032,4872
318,22032,4798
319,21964,4791
320,21963,4720
321,21888,4712
322,21890,4641
323,21819,4633
324,21819,4560
325,21747,4483
326,21827,4414
327,21828,4334
328,21830,4255
329,21839,4183
330,21911,4264
331,21757,4255
332,21682,4179
333,21537,4167
334,21542,4093
335,21464,4090
336,21468,4016
337,21544,4013
338,21619,3944
339,21626,3870
340,21554,3864
341,21474,3860
342,21397,3930
343,21390,4010
344,21316,3999
345,21242,3999
346,21169,3995
347,21245,3920
